SP2T 10m SI - CAY2 - 33110 sn:33110 Sonde standard_33110_20220602_163303_H23cm.txt
Cadence d'enregistrement	0,5	s 
  VOIE:1 Profondeur 10m Unité=m
0,052	20/05/2022	10:29:25:939
0,052	20/05/2022	10:29:26:439
0,052	20/05/2022	10:29:26:939
0,052	20/05/2022	10:29:27:439
0,052	20/05/2022	10:29:27:939
0,052	20/05/2022	10:29:28:439
0,052	20/05/2022	10:29:28:939
0,052	20/05/2022	10:29:29:439
0,052	20/05/2022	10:29:29:939
0,052	20/05/2022	10:29:30:439
0,052	20/05/2022	10:29:30:939
0,046	20/05/2022	10:29:31:439
0,046	20/05/2022	10:29:31:939
0,046	20/05/2022	10:29:32:439
0,046	20/05/2022	10:29:32:939
0,046	20/05/2022	10:29:33:439
0,046	20/05/2022	10:29:33:939
0,046	20/05/2022	10:29:34:439
0,046	20/05/2022	10:29:34:939
0,046	20/05/2022	10:29:35:439
0,046	20/05/2022	10:29:35:939
0,046	20/05/2022	10:29:36:439
0,046	20/05/2022	10:29:36:939
0,046	20/05/2022	10:29:37:439
0,046	20/05/2022	10:29:37:939
0,046	20/05/2022	10:29:38:439
0,046	20/05/2022	10:29:38:939
0,046	20/05/2022	10:29:39:439
0,046	20/05/2022	10:29:39:939
0,052	20/05/2022	10:29:40:439
0,052	20/05/2022	10:29:40:939
0,052	20/05/2022	10:29:41:439
0,052	20/05/2022	10:29:41:939
0,052	20/05/2022	10:29:42:439
0,052	20/05/2022	10:29:42:939
0,052	20/05/2022	10:29:43:439
0,052	20/05/2022	10:29:43:939
0,052	20/05/2022	10:29:44:439
0,052	20/05/2022	10:29:44:939
0,052	20/05/2022	10:29:45:439
0,052	20/05/2022	10:29:45:939
0,052	20/05/2022	10:29:46:439
0,052	20/05/2022	10:29:46:939
0,052	20/05/2022	10:29:47:439
0,052	20/05/2022	10:29:47:939
0,052	20/05/2022	10:29:48:439
0,052	20/05/2022	10:29:48:939
0,052	20/05/2022	10:29:49:439
0,052	20/05/2022	10:29:49:939
0,052	20/05/2022	10:29:50:439
0,052	20/05/2022	10:29:50:939
0,052	20/05/2022	10:29:51:439
0,052	20/05/2022	10:29:51:939
0,046	20/05/2022	10:29:52:439
0,046	20/05/2022	10:29:52:939
0,046	20/05/2022	10:29:53:439
0,046	20/05/2022	10:29:53:939
0,040	20/05/2022	10:29:54:439
0,040	20/05/2022	10:29:54:939
0,046	20/05/2022	10:29:55:439
0,046	20/05/2022	10:29:55:939
0,046	20/05/2022	10:29:56:439
0,046	20/05/2022	10:29:56:939
0,046	20/05/2022	10:29:57:439
0,046	20/05/2022	10:29:57:939
0,046	20/05/2022	10:29:58:439
0,046	20/05/2022	10:29:58:939
0,046	20/05/2022	10:29:59:439
0,046	20/05/2022	10:29:59:939
0,049	20/05/2022	10:30:00:439
0,049	20/05/2022	10:30:00:939
0,049	20/05/2022	10:30:01:439
0,049	20/05/2022	10:30:01:939
0,049	20/05/2022	10:30:02:439
0,049	20/05/2022	10:30:02:939
0,049	20/05/2022	10:30:03:439
0,043	20/05/2022	10:30:03:939
0,043	20/05/2022	10:30:04:439
0,043	20/05/2022	10:30:04:939
0,043	20/05/2022	10:30:05:439
0,037	20/05/2022	10:30:05:939
0,037	20/05/2022	10:30:06:439
0,037	20/05/2022	10:30:06:939
0,043	20/05/2022	10:30:07:439
0,043	20/05/2022	10:30:07:939
0,046	20/05/2022	10:30:08:439
0,046	20/05/2022	10:30:08:939
0,046	20/05/2022	10:30:09:439
0,046	20/05/2022	10:30:09:939
0,046	20/05/2022	10:30:10:439
0,046	20/05/2022	10:30:10:939
0,046	20/05/2022	10:30:11:439
0,046	20/05/2022	10:30:11:939
0,040	20/05/2022	10:30:12:439
0,040	20/05/2022	10:30:12:939
0,040	20/05/2022	10:30:13:439
0,034	20/05/2022	10:30:13:939
0,034	20/05/2022	10:30:14:439
0,034	20/05/2022	10:30:14:939
0,034	20/05/2022	10:30:15:439
0,034	20/05/2022	10:30:15:939
0,034	20/05/2022	10:30:16:439
0,037	20/05/2022	10:30:16:939
0,037	20/05/2022	10:30:17:439
0,037	20/05/2022	10:30:17:939
0,037	20/05/2022	10:30:18:439
0,040	20/05/2022	10:30:18:939
0,040	20/05/2022	10:30:19:439
0,040	20/05/2022	10:30:19:939
0,040	20/05/2022	10:30:20:439
0,040	20/05/2022	10:30:20:939
0,040	20/05/2022	10:30:21:439
0,040	20/05/2022	10:30:21:939
0,040	20/05/2022	10:30:22:439
0,040	20/05/2022	10:30:22:939
0,040	20/05/2022	10:30:23:439
0,040	20/05/2022	10:30:23:939
0,040	20/05/2022	10:30:24:439
0,040	20/05/2022	10:30:24:939
0,040	20/05/2022	10:30:25:439
0,040	20/05/2022	10:30:25:939
0,040	20/05/2022	10:30:26:439
0,040	20/05/2022	10:30:26:939
0,040	20/05/2022	10:30:27:439
0,040	20/05/2022	10:30:27:939
0,040	20/05/2022	10:30:28:439
0,040	20/05/2022	10:30:28:939
0,034	20/05/2022	10:30:29:439
0,034	20/05/2022	10:30:29:939
0,034	20/05/2022	10:30:30:439
0,034	20/05/2022	10:30:30:939
0,034	20/05/2022	10:30:31:439
0,034	20/05/2022	10:30:31:939
0,034	20/05/2022	10:30:32:439
0,034	20/05/2022	10:30:32:939
0,034	20/05/2022	10:30:33:439
0,034	20/05/2022	10:30:33:939
0,034	20/05/2022	10:30:34:439
0,034	20/05/2022	10:30:34:939
0,034	20/05/2022	10:30:35:439
0,034	20/05/2022	10:30:35:939
0,034	20/05/2022	10:30:36:439
0,034	20/05/2022	10:30:36:939
0,034	20/05/2022	10:30:37:439
0,034	20/05/2022	10:30:37:939
0,031	20/05/2022	10:30:38:439
0,031	20/05/2022	10:30:38:939
0,031	20/05/2022	10:30:39:439
0,031	20/05/2022	10:30:39:939
0,031	20/05/2022	10:30:40:439
0,031	20/05/2022	10:30:40:939
0,031	20/05/2022	10:30:41:439
0,031	20/05/2022	10:30:41:939
0,031	20/05/2022	10:30:42:439
0,031	20/05/2022	10:30:42:939
0,031	20/05/2022	10:30:43:439
0,031	20/05/2022	10:30:43:939
0,031	20/05/2022	10:30:44:439
0,031	20/05/2022	10:30:44:939
0,031	20/05/2022	10:30:45:439
0,031	20/05/2022	10:30:45:939
0,031	20/05/2022	10:30:46:439
0,031	20/05/2022	10:30:46:939
0,031	20/05/2022	10:30:47:439
0,031	20/05/2022	10:30:47:939
0,031	20/05/2022	10:30:48:439
0,025	20/05/2022	10:30:48:939
0,025	20/05/2022	10:30:49:439
0,025	20/05/2022	10:30:49:939
0,025	20/05/2022	10:30:50:439
0,025	20/05/2022	10:30:50:939
0,025	20/05/2022	10:30:51:439
0,025	20/05/2022	10:30:51:939
0,025	20/05/2022	10:30:52:439
0,025	20/05/2022	10:30:52:939
0,025	20/05/2022	10:30:53:439
0,025	20/05/2022	10:30:53:939
0,025	20/05/2022	10:30:54:439
0,025	20/05/2022	10:30:54:939
0,025	20/05/2022	10:30:55:439
0,025	20/05/2022	10:30:55:939
0,025	20/05/2022	10:30:56:439
0,025	20/05/2022	10:30:56:939
0,025	20/05/2022	10:30:57:439
0,025	20/05/2022	10:30:57:939
0,025	20/05/2022	10:30:58:439
0,025	20/05/2022	10:30:58:939
0,025	20/05/2022	10:30:59:439
0,025	20/05/2022	10:30:59:939
0,025	20/05/2022	10:31:00:439
0,025	20/05/2022	10:31:00:939
0,025	20/05/2022	10:31:01:439
0,025	20/05/2022	10:31:01:939
0,025	20/05/2022	10:31:02:439
0,025	20/05/2022	10:31:02:939
0,025	20/05/2022	10:31:03:439
0,025	20/05/2022	10:31:03:939
0,025	20/05/2022	10:31:04:439
0,031	20/05/2022	10:31:04:939
0,031	20/05/2022	10:31:05:439
0,031	20/05/2022	10:31:05:939
0,031	20/05/2022	10:31:06:439
0,031	20/05/2022	10:31:06:939
0,031	20/05/2022	10:31:07:439
0,031	20/05/2022	10:31:07:939
0,031	20/05/2022	10:31:08:439
0,031	20/05/2022	10:31:08:939
0,031	20/05/2022	10:31:09:439
0,031	20/05/2022	10:31:09:939
0,031	20/05/2022	10:31:10:439
0,028	20/05/2022	10:31:10:939
0,028	20/05/2022	10:31:11:439
0,028	20/05/2022	10:31:11:939
0,022	20/05/2022	10:31:12:439
0,022	20/05/2022	10:31:12:939
0,022	20/05/2022	10:31:13:439
0,022	20/05/2022	10:31:13:939
0,022	20/05/2022	10:31:14:439
0,022	20/05/2022	10:31:14:939
0,022	20/05/2022	10:31:15:439
0,022	20/05/2022	10:31:15:939
0,022	20/05/2022	10:31:16:439
0,022	20/05/2022	10:31:16:939
0,022	20/05/2022	10:31:17:439
0,022	20/05/2022	10:31:17:939
0,022	20/05/2022	10:31:18:439
0,022	20/05/2022	10:31:18:939
0,022	20/05/2022	10:31:19:439
0,022	20/05/2022	10:31:19:939
0,022	20/05/2022	10:31:20:439
0,022	20/05/2022	10:31:20:939
0,028	20/05/2022	10:31:21:439
0,028	20/05/2022	10:31:21:939
0,022	20/05/2022	10:31:22:439
0,022	20/05/2022	10:31:22:939
0,022	20/05/2022	10:31:23:439
0,022	20/05/2022	10:31:23:939
0,022	20/05/2022	10:31:24:439
0,022	20/05/2022	10:31:24:939
0,022	20/05/2022	10:31:25:439
0,022	20/05/2022	10:31:25:939
0,022	20/05/2022	10:31:26:439
0,022	20/05/2022	10:31:26:939
0,022	20/05/2022	10:31:27:439
0,016	20/05/2022	10:31:27:939
0,016	20/05/2022	10:31:28:439
0,016	20/05/2022	10:31:28:939
0,016	20/05/2022	10:31:29:439
0,016	20/05/2022	10:31:29:939
0,016	20/05/2022	10:31:30:439
0,016	20/05/2022	10:31:30:939
0,016	20/05/2022	10:31:31:439
0,016	20/05/2022	10:31:31:939
0,016	20/05/2022	10:31:32:439
0,016	20/05/2022	10:31:32:939
0,016	20/05/2022	10:31:33:439
0,016	20/05/2022	10:31:33:939
0,016	20/05/2022	10:31:34:439
0,010	20/05/2022	10:31:34:939
0,010	20/05/2022	10:31:35:439
0,010	20/05/2022	10:31:35:939
0,010	20/05/2022	10:31:36:439
0,010	20/05/2022	10:31:36:939
0,010	20/05/2022	10:31:37:439
0,010	20/05/2022	10:31:37:939
0,010	20/05/2022	10:31:38:439
0,010	20/05/2022	10:31:38:939
0,010	20/05/2022	10:31:39:439
0,010	20/05/2022	10:31:39:939
0,010	20/05/2022	10:31:40:439
0,010	20/05/2022	10:31:40:939
0,010	20/05/2022	10:31:41:439
0,010	20/05/2022	10:31:41:939
0,010	20/05/2022	10:31:42:439
0,010	20/05/2022	10:31:42:939
0,010	20/05/2022	10:31:43:439
0,010	20/05/2022	10:31:43:939
0,010	20/05/2022	10:31:44:439
0,010	20/05/2022	10:31:44:939
0,010	20/05/2022	10:31:45:439
0,010	20/05/2022	10:31:45:939
0,010	20/05/2022	10:31:46:439
0,010	20/05/2022	10:31:46:939
0,010	20/05/2022	10:31:47:439
0,010	20/05/2022	10:31:47:939
0,010	20/05/2022	10:31:48:439
0,010	20/05/2022	10:31:48:939
0,010	20/05/2022	10:31:49:439
0,010	20/05/2022	10:31:49:939
0,010	20/05/2022	10:31:50:439
0,010	20/05/2022	10:31:50:939
0,010	20/05/2022	10:31:51:439
0,010	20/05/2022	10:31:51:939
0,010	20/05/2022	10:31:52:439
0,010	20/05/2022	10:31:52:939
0,010	20/05/2022	10:31:53:439
0,010	20/05/2022	10:31:53:939
0,010	20/05/2022	10:31:54:439
0,007	20/05/2022	10:31:54:939
0,007	20/05/2022	10:31:55:439
-0,002	20/05/2022	10:31:55:939
-0,002	20/05/2022	10:31:56:439
-0,002	20/05/2022	10:31:56:939
-0,002	20/05/2022	10:31:57:439
-0,002	20/05/2022	10:31:57:939
-0,002	20/05/2022	10:31:58:439
-0,002	20/05/2022	10:31:58:939
-0,002	20/05/2022	10:31:59:439
-0,002	20/05/2022	10:31:59:939
-0,002	20/05/2022	10:32:00:439
-0,002	20/05/2022	10:32:00:939
-0,002	20/05/2022	10:32:01:439
-0,002	20/05/2022	10:32:01:939
-0,002	20/05/2022	10:32:02:439
-0,002	20/05/2022	10:32:02:939
-0,002	20/05/2022	10:32:03:439
-0,002	20/05/2022	10:32:03:939
-0,002	20/05/2022	10:32:04:439
-0,002	20/05/2022	10:32:04:939
-0,002	20/05/2022	10:32:05:439
-0,002	20/05/2022	10:32:05:939
-0,002	20/05/2022	10:32:06:439
-0,002	20/05/2022	10:32:06:939
-0,002	20/05/2022	10:32:07:439
-0,002	20/05/2022	10:32:07:939
-0,002	20/05/2022	10:32:08:439
0,001	20/05/2022	10:32:08:939
0,001	20/05/2022	10:32:09:439
0,001	20/05/2022	10:32:09:939
0,001	20/05/2022	10:32:10:439
0,001	20/05/2022	10:32:10:939
0,001	20/05/2022	10:32:11:439
0,001	20/05/2022	10:32:11:939
0,001	20/05/2022	10:32:12:439
0,001	20/05/2022	10:32:12:939
0,001	20/05/2022	10:32:13:439
0,001	20/05/2022	10:32:13:939
0,001	20/05/2022	10:32:14:439
-0,002	20/05/2022	10:32:14:939
-0,002	20/05/2022	10:32:15:439
-0,002	20/05/2022	10:32:15:939
-0,002	20/05/2022	10:32:16:439
-0,002	20/05/2022	10:32:16:939
-0,002	20/05/2022	10:32:17:439
-0,002	20/05/2022	10:32:17:939
-0,002	20/05/2022	10:32:18:439
-0,002	20/05/2022	10:32:18:939
-0,002	20/05/2022	10:32:19:439
-0,002	20/05/2022	10:32:19:939
-0,002	20/05/2022	10:32:20:439
-0,002	20/05/2022	10:32:20:939
0,004	20/05/2022	10:32:21:439
0,004	20/05/2022	10:32:21:939
0,004	20/05/2022	10:32:22:439
0,004	20/05/2022	10:32:22:939
-0,002	20/05/2022	10:32:23:439
-0,002	20/05/2022	10:32:23:939
-0,002	20/05/2022	10:32:24:439
-0,002	20/05/2022	10:32:24:939
-0,002	20/05/2022	10:32:25:439
-0,002	20/05/2022	10:32:25:939
-0,002	20/05/2022	10:32:26:439
-0,005	20/05/2022	10:32:26:939
-0,005	20/05/2022	10:32:27:439
-0,005	20/05/2022	10:32:27:939
-0,005	20/05/2022	10:32:28:439
-0,005	20/05/2022	10:32:28:939
-0,005	20/05/2022	10:32:29:439
-0,005	20/05/2022	10:32:29:939
-0,005	20/05/2022	10:32:30:439
-0,005	20/05/2022	10:32:30:939
-0,005	20/05/2022	10:32:31:439
-0,005	20/05/2022	10:32:31:939
-0,005	20/05/2022	10:32:32:439
-0,005	20/05/2022	10:32:32:939
-0,005	20/05/2022	10:32:33:439
-0,005	20/05/2022	10:32:33:939
-0,005	20/05/2022	10:32:34:439
-0,005	20/05/2022	10:32:34:939
-0,005	20/05/2022	10:32:35:439
-0,005	20/05/2022	10:32:35:939
-0,002	20/05/2022	10:32:36:439
-0,002	20/05/2022	10:32:36:939
0,004	20/05/2022	10:32:37:439
0,004	20/05/2022	10:32:37:939
0,004	20/05/2022	10:32:38:439
0,004	20/05/2022	10:32:38:939
0,004	20/05/2022	10:32:39:439
0,004	20/05/2022	10:32:39:939
0,004	20/05/2022	10:32:40:439
0,004	20/05/2022	10:32:40:939
0,004	20/05/2022	10:32:41:439
0,004	20/05/2022	10:32:41:939
0,004	20/05/2022	10:32:42:439
0,004	20/05/2022	10:32:42:939
0,004	20/05/2022	10:32:43:439
0,004	20/05/2022	10:32:43:939
0,004	20/05/2022	10:32:44:439
0,004	20/05/2022	10:32:44:939
0,004	20/05/2022	10:32:45:439
-0,002	20/05/2022	10:32:45:939
-0,002	20/05/2022	10:32:46:439
-0,002	20/05/2022	10:32:46:939
-0,002	20/05/2022	10:32:47:439
-0,002	20/05/2022	10:32:47:939
-0,002	20/05/2022	10:32:48:439
0,004	20/05/2022	10:32:48:939
0,004	20/05/2022	10:32:49:439
0,004	20/05/2022	10:32:49:939
0,004	20/05/2022	10:32:50:439
0,004	20/05/2022	10:32:50:939
0,004	20/05/2022	10:32:51:439
0,004	20/05/2022	10:32:51:939
0,004	20/05/2022	10:32:52:439
0,004	20/05/2022	10:32:52:939
0,004	20/05/2022	10:32:53:439
-0,002	20/05/2022	10:32:53:939
-0,002	20/05/2022	10:32:54:439
-0,002	20/05/2022	10:32:54:939
-0,002	20/05/2022	10:32:55:439
-0,002	20/05/2022	10:32:55:939
-0,002	20/05/2022	10:32:56:439
-0,002	20/05/2022	10:32:56:939
-0,002	20/05/2022	10:32:57:439
-0,002	20/05/2022	10:32:57:939
-0,002	20/05/2022	10:32:58:439
0,001	20/05/2022	10:32:58:939
0,001	20/05/2022	10:32:59:439
0,001	20/05/2022	10:32:59:939
0,001	20/05/2022	10:33:00:439
0,001	20/05/2022	10:33:00:939
0,001	20/05/2022	10:33:01:439
0,001	20/05/2022	10:33:01:939
0,001	20/05/2022	10:33:02:439
0,001	20/05/2022	10:33:02:939
0,001	20/05/2022	10:33:03:439
0,001	20/05/2022	10:33:03:939
0,001	20/05/2022	10:33:04:439
0,001	20/05/2022	10:33:04:939
0,001	20/05/2022	10:33:05:439
0,001	20/05/2022	10:33:05:939
0,001	20/05/2022	10:33:06:439
0,001	20/05/2022	10:33:06:939
0,001	20/05/2022	10:33:07:439
0,001	20/05/2022	10:33:07:939
0,001	20/05/2022	10:33:08:439
0,001	20/05/2022	10:33:08:939
0,001	20/05/2022	10:33:09:439
-0,002	20/05/2022	10:33:09:939
-0,002	20/05/2022	10:33:10:439
-0,005	20/05/2022	10:33:10:939
-0,005	20/05/2022	10:33:11:439
-0,008	20/05/2022	10:33:11:939
-0,008	20/05/2022	10:33:12:439
-0,008	20/05/2022	10:33:12:939
-0,008	20/05/2022	10:33:13:439
-0,008	20/05/2022	10:33:13:939
-0,008	20/05/2022	10:33:14:439
-0,008	20/05/2022	10:33:14:939
-0,008	20/05/2022	10:33:15:439
-0,008	20/05/2022	10:33:15:939
-0,008	20/05/2022	10:33:16:439
-0,008	20/05/2022	10:33:16:939
-0,008	20/05/2022	10:33:17:439
-0,008	20/05/2022	10:33:17:939
-0,008	20/05/2022	10:33:18:439
-0,008	20/05/2022	10:33:18:939
-0,005	20/05/2022	10:33:19:439
-0,005	20/05/2022	10:33:19:939
-0,005	20/05/2022	10:33:20:439
-0,005	20/05/2022	10:33:20:939
-0,005	20/05/2022	10:33:21:439
-0,005	20/05/2022	10:33:21:939
-0,005	20/05/2022	10:33:22:439
-0,005	20/05/2022	10:33:22:939
-0,005	20/05/2022	10:33:23:439
-0,005	20/05/2022	10:33:23:939
-0,005	20/05/2022	10:33:24:439
-0,005	20/05/2022	10:33:24:939
-0,011	20/05/2022	10:33:25:439
-0,011	20/05/2022	10:33:25:939
-0,011	20/05/2022	10:33:26:439
-0,011	20/05/2022	10:33:26:939
-0,011	20/05/2022	10:33:27:439
-0,011	20/05/2022	10:33:27:939
-0,011	20/05/2022	10:33:28:439
-0,011	20/05/2022	10:33:28:939
-0,011	20/05/2022	10:33:29:439
-0,011	20/05/2022	10:33:29:939
-0,005	20/05/2022	10:33:30:439
-0,005	20/05/2022	10:33:30:939
-0,005	20/05/2022	10:33:31:439
-0,005	20/05/2022	10:33:31:939
-0,005	20/05/2022	10:33:32:439
-0,005	20/05/2022	10:33:32:939
-0,005	20/05/2022	10:33:33:439
-0,005	20/05/2022	10:33:33:939
-0,005	20/05/2022	10:33:34:439
-0,005	20/05/2022	10:33:34:939
-0,005	20/05/2022	10:33:35:439
-0,005	20/05/2022	10:33:35:939
-0,005	20/05/2022	10:33:36:439
-0,005	20/05/2022	10:33:36:939
-0,005	20/05/2022	10:33:37:439
-0,005	20/05/2022	10:33:37:939
-0,005	20/05/2022	10:33:38:439
-0,005	20/05/2022	10:33:38:939
-0,005	20/05/2022	10:33:39:439
-0,005	20/05/2022	10:33:39:939
-0,005	20/05/2022	10:33:40:439
-0,002	20/05/2022	10:33:40:939
-0,002	20/05/2022	10:33:41:439
-0,002	20/05/2022	10:33:41:939
-0,002	20/05/2022	10:33:42:439
-0,002	20/05/2022	10:33:42:939
-0,002	20/05/2022	10:33:43:439
-0,002	20/05/2022	10:33:43:939
-0,002	20/05/2022	10:33:44:439
-0,002	20/05/2022	10:33:44:939
-0,002	20/05/2022	10:33:45:439
-0,002	20/05/2022	10:33:45:939
-0,002	20/05/2022	10:33:46:439
-0,002	20/05/2022	10:33:46:939
-0,002	20/05/2022	10:33:47:439
-0,002	20/05/2022	10:33:47:939
-0,002	20/05/2022	10:33:48:439
-0,002	20/05/2022	10:33:48:939
-0,002	20/05/2022	10:33:49:439
-0,002	20/05/2022	10:33:49:939
-0,002	20/05/2022	10:33:50:439
-0,002	20/05/2022	10:33:50:939
-0,005	20/05/2022	10:33:51:439
-0,005	20/05/2022	10:33:51:939
-0,005	20/05/2022	10:33:52:439
-0,011	20/05/2022	10:33:52:939
-0,011	20/05/2022	10:33:53:439
-0,011	20/05/2022	10:33:53:939
-0,011	20/05/2022	10:33:54:439
-0,011	20/05/2022	10:33:54:939
-0,011	20/05/2022	10:33:55:439
-0,011	20/05/2022	10:33:55:939
-0,011	20/05/2022	10:33:56:439
-0,011	20/05/2022	10:33:56:939
-0,011	20/05/2022	10:33:57:439
-0,011	20/05/2022	10:33:57:939
-0,011	20/05/2022	10:33:58:439
-0,011	20/05/2022	10:33:58:939
-0,011	20/05/2022	10:33:59:439
-0,011	20/05/2022	10:33:59:939
-0,011	20/05/2022	10:34:00:439
-0,011	20/05/2022	10:34:00:939
-0,017	20/05/2022	10:34:01:439
-0,017	20/05/2022	10:34:01:939
-0,017	20/05/2022	10:34:02:439
-0,017	20/05/2022	10:34:02:939
-0,017	20/05/2022	10:34:03:439
-0,017	20/05/2022	10:34:03:939
-0,017	20/05/2022	10:34:04:439
-0,017	20/05/2022	10:34:04:939
-0,017	20/05/2022	10:34:05:439
-0,017	20/05/2022	10:34:05:939
-0,017	20/05/2022	10:34:06:439
-0,017	20/05/2022	10:34:06:939
-0,017	20/05/2022	10:34:07:439
-0,017	20/05/2022	10:34:07:939
-0,017	20/05/2022	10:34:08:439
-0,017	20/05/2022	10:34:08:939
-0,020	20/05/2022	10:34:09:439
-0,020	20/05/2022	10:34:09:939
-0,026	20/05/2022	10:34:10:439
-0,026	20/05/2022	10:34:10:939
-0,026	20/05/2022	10:34:11:439
-0,026	20/05/2022	10:34:11:939
-0,026	20/05/2022	10:34:12:439
-0,026	20/05/2022	10:34:12:939
-0,026	20/05/2022	10:34:13:439
-0,026	20/05/2022	10:34:13:939
-0,026	20/05/2022	10:34:14:439
-0,026	20/05/2022	10:34:14:939
-0,026	20/05/2022	10:34:15:439
-0,026	20/05/2022	10:34:15:939
-0,026	20/05/2022	10:34:16:439
-0,026	20/05/2022	10:34:16:939
-0,026	20/05/2022	10:34:17:439
-0,026	20/05/2022	10:34:17:939
-0,026	20/05/2022	10:34:18:439
-0,026	20/05/2022	10:34:18:939
-0,026	20/05/2022	10:34:19:439
-0,026	20/05/2022	10:34:19:939
-0,026	20/05/2022	10:34:20:439
-0,026	20/05/2022	10:34:20:939
-0,026	20/05/2022	10:34:21:439
-0,026	20/05/2022	10:34:21:939
-0,026	20/05/2022	10:34:22:439
-0,026	20/05/2022	10:34:22:939
-0,026	20/05/2022	10:34:23:439
-0,026	20/05/2022	10:34:23:939
-0,026	20/05/2022	10:34:24:439
-0,026	20/05/2022	10:34:24:939
-0,026	20/05/2022	10:34:25:439
-0,026	20/05/2022	10:34:25:939
-0,026	20/05/2022	10:34:26:439
-0,026	20/05/2022	10:34:26:939
-0,026	20/05/2022	10:34:27:439
-0,026	20/05/2022	10:34:27:939
-0,026	20/05/2022	10:34:28:439
-0,026	20/05/2022	10:34:28:939
-0,026	20/05/2022	10:34:29:439
-0,020	20/05/2022	10:34:29:939
-0,020	20/05/2022	10:34:30:439
-0,020	20/05/2022	10:34:30:939
-0,020	20/05/2022	10:34:31:439
-0,014	20/05/2022	10:34:31:939
-0,014	20/05/2022	10:34:32:439
-0,014	20/05/2022	10:34:32:939
-0,008	20/05/2022	10:34:33:439
-0,008	20/05/2022	10:34:33:939
-0,008	20/05/2022	10:34:34:439
-0,008	20/05/2022	10:34:34:939
-0,008	20/05/2022	10:34:35:439
-0,008	20/05/2022	10:34:35:939
-0,008	20/05/2022	10:34:36:439
-0,008	20/05/2022	10:34:36:939
-0,008	20/05/2022	10:34:37:439
-0,008	20/05/2022	10:34:37:939
-0,008	20/05/2022	10:34:38:439
-0,008	20/05/2022	10:34:38:939
-0,008	20/05/2022	10:34:39:439
-0,008	20/05/2022	10:34:39:939
-0,008	20/05/2022	10:34:40:439
-0,008	20/05/2022	10:34:40:939
-0,008	20/05/2022	10:34:41:439
-0,008	20/05/2022	10:34:41:939
-0,008	20/05/2022	10:34:42:439
-0,008	20/05/2022	10:34:42:939
-0,008	20/05/2022	10:34:43:439
-0,008	20/05/2022	10:34:43:939
-0,008	20/05/2022	10:34:44:439
-0,008	20/05/2022	10:34:44:939
-0,008	20/05/2022	10:34:45:439
-0,008	20/05/2022	10:34:45:939
-0,008	20/05/2022	10:34:46:439
-0,008	20/05/2022	10:34:46:939
-0,008	20/05/2022	10:34:47:439
-0,008	20/05/2022	10:34:47:939
-0,008	20/05/2022	10:34:48:439
-0,008	20/05/2022	10:34:48:939
-0,002	20/05/2022	10:34:49:439
-0,002	20/05/2022	10:34:49:939
-0,002	20/05/2022	10:34:50:439
-0,002	20/05/2022	10:34:50:939
-0,002	20/05/2022	10:34:51:439
-0,002	20/05/2022	10:34:51:939
-0,002	20/05/2022	10:34:52:439
-0,002	20/05/2022	10:34:52:939
-0,002	20/05/2022	10:34:53:439
-0,002	20/05/2022	10:34:53:939
-0,002	20/05/2022	10:34:54:439
-0,002	20/05/2022	10:34:54:939
-0,002	20/05/2022	10:34:55:439
-0,002	20/05/2022	10:34:55:939
-0,002	20/05/2022	10:34:56:439
-0,002	20/05/2022	10:34:56:939
-0,002	20/05/2022	10:34:57:439
-0,002	20/05/2022	10:34:57:939
-0,002	20/05/2022	10:34:58:439
-0,002	20/05/2022	10:34:58:939
-0,002	20/05/2022	10:34:59:439
-0,002	20/05/2022	10:34:59:939
-0,002	20/05/2022	10:35:00:439
-0,002	20/05/2022	10:35:00:939
-0,002	20/05/2022	10:35:01:439
-0,002	20/05/2022	10:35:01:939
-0,002	20/05/2022	10:35:02:439
-0,002	20/05/2022	10:35:02:939
-0,002	20/05/2022	10:35:03:439
-0,002	20/05/2022	10:35:03:939
-0,002	20/05/2022	10:35:04:439
-0,002	20/05/2022	10:35:04:939
-0,002	20/05/2022	10:35:05:439
-0,002	20/05/2022	10:35:05:939
-0,002	20/05/2022	10:35:06:439
-0,002	20/05/2022	10:35:06:939
-0,002	20/05/2022	10:35:07:439
-0,002	20/05/2022	10:35:07:939
-0,002	20/05/2022	10:35:08:439
-0,002	20/05/2022	10:35:08:939
-0,002	20/05/2022	10:35:09:439
-0,002	20/05/2022	10:35:09:939
-0,002	20/05/2022	10:35:10:439
-0,002	20/05/2022	10:35:10:939
-0,002	20/05/2022	10:35:11:439
-0,002	20/05/2022	10:35:11:939
-0,002	20/05/2022	10:35:12:439
-0,002	20/05/2022	10:35:12:939
-0,002	20/05/2022	10:35:13:439
-0,002	20/05/2022	10:35:13:939
-0,002	20/05/2022	10:35:14:439
-0,002	20/05/2022	10:35:14:939
-0,002	20/05/2022	10:35:15:439
-0,002	20/05/2022	10:35:15:939
-0,002	20/05/2022	10:35:16:439
-0,002	20/05/2022	10:35:16:939
-0,005	20/05/2022	10:35:17:439
-0,005	20/05/2022	10:35:17:939
-0,005	20/05/2022	10:35:18:439
-0,005	20/05/2022	10:35:18:939
-0,005	20/05/2022	10:35:19:439
-0,011	20/05/2022	10:35:19:939
