SP2T 10m SI - CAY2 - 33110 sn:33110 Sonde standard_33110_20220602_163303_H23cm.txt
Cadence d'enregistrement	0,5	s 
  VOIE:1 Profondeur 10m Unité=m
0,037	20/05/2022	10:49:05:438
0,037	20/05/2022	10:49:05:938
0,037	20/05/2022	10:49:06:438
0,037	20/05/2022	10:49:06:938
0,037	20/05/2022	10:49:07:438
0,037	20/05/2022	10:49:07:938
0,037	20/05/2022	10:49:08:438
0,037	20/05/2022	10:49:08:938
0,040	20/05/2022	10:49:09:438
0,040	20/05/2022	10:49:09:938
0,040	20/05/2022	10:49:10:438
0,043	20/05/2022	10:49:10:938
0,043	20/05/2022	10:49:11:438
0,049	20/05/2022	10:49:11:938
0,049	20/05/2022	10:49:12:438
0,049	20/05/2022	10:49:12:938
0,049	20/05/2022	10:49:13:438
0,043	20/05/2022	10:49:13:938
0,043	20/05/2022	10:49:14:438
0,043	20/05/2022	10:49:14:938
0,043	20/05/2022	10:49:15:438
0,043	20/05/2022	10:49:15:938
0,043	20/05/2022	10:49:16:438
0,043	20/05/2022	10:49:16:938
0,043	20/05/2022	10:49:17:438
0,043	20/05/2022	10:49:17:938
0,043	20/05/2022	10:49:18:438
0,043	20/05/2022	10:49:18:938
0,043	20/05/2022	10:49:19:438
0,043	20/05/2022	10:49:19:938
0,043	20/05/2022	10:49:20:438
0,043	20/05/2022	10:49:20:938
0,043	20/05/2022	10:49:21:438
0,043	20/05/2022	10:49:21:938
0,043	20/05/2022	10:49:22:438
0,040	20/05/2022	10:49:22:938
0,040	20/05/2022	10:49:23:438
0,040	20/05/2022	10:49:23:938
0,040	20/05/2022	10:49:24:438
0,034	20/05/2022	10:49:24:938
0,034	20/05/2022	10:49:25:438
0,034	20/05/2022	10:49:25:938
0,034	20/05/2022	10:49:26:438
0,034	20/05/2022	10:49:26:938
0,034	20/05/2022	10:49:27:438
0,034	20/05/2022	10:49:27:938
0,034	20/05/2022	10:49:28:438
0,034	20/05/2022	10:49:28:938
0,034	20/05/2022	10:49:29:438
0,034	20/05/2022	10:49:29:938
0,034	20/05/2022	10:49:30:438
0,034	20/05/2022	10:49:30:938
0,034	20/05/2022	10:49:31:438
0,034	20/05/2022	10:49:31:938
0,034	20/05/2022	10:49:32:438
0,034	20/05/2022	10:49:32:938
0,034	20/05/2022	10:49:33:438
0,034	20/05/2022	10:49:33:938
0,034	20/05/2022	10:49:34:438
0,034	20/05/2022	10:49:34:938
0,034	20/05/2022	10:49:35:438
0,034	20/05/2022	10:49:35:938
0,034	20/05/2022	10:49:36:438
0,034	20/05/2022	10:49:36:938
0,034	20/05/2022	10:49:37:438
0,034	20/05/2022	10:49:37:938
0,034	20/05/2022	10:49:38:438
0,034	20/05/2022	10:49:38:938
0,034	20/05/2022	10:49:39:438
0,034	20/05/2022	10:49:39:938
0,034	20/05/2022	10:49:40:438
0,034	20/05/2022	10:49:40:938
0,034	20/05/2022	10:49:41:438
0,034	20/05/2022	10:49:41:938
0,034	20/05/2022	10:49:42:438
0,034	20/05/2022	10:49:42:938
0,034	20/05/2022	10:49:43:438
0,034	20/05/2022	10:49:43:938
0,034	20/05/2022	10:49:44:438
0,034	20/05/2022	10:49:44:938
0,034	20/05/2022	10:49:45:438
0,034	20/05/2022	10:49:45:938
0,034	20/05/2022	10:49:46:438
0,034	20/05/2022	10:49:46:938
0,037	20/05/2022	10:49:47:438
0,037	20/05/2022	10:49:47:938
0,037	20/05/2022	10:49:48:438
0,037	20/05/2022	10:49:48:938
0,037	20/05/2022	10:49:49:438
0,037	20/05/2022	10:49:49:938
0,037	20/05/2022	10:49:50:438
0,037	20/05/2022	10:49:50:938
0,037	20/05/2022	10:49:51:438
0,037	20/05/2022	10:49:51:938
0,037	20/05/2022	10:49:52:438
0,037	20/05/2022	10:49:52:938
0,034	20/05/2022	10:49:53:438
0,034	20/05/2022	10:49:53:938
0,034	20/05/2022	10:49:54:438
0,034	20/05/2022	10:49:54:938
0,034	20/05/2022	10:49:55:438
0,034	20/05/2022	10:49:55:938
0,034	20/05/2022	10:49:56:438
0,034	20/05/2022	10:49:56:938
0,034	20/05/2022	10:49:57:438
0,034	20/05/2022	10:49:57:938
0,034	20/05/2022	10:49:58:438
0,034	20/05/2022	10:49:58:938
0,034	20/05/2022	10:49:59:438
0,034	20/05/2022	10:49:59:938
0,034	20/05/2022	10:50:00:438
0,034	20/05/2022	10:50:00:938
0,034	20/05/2022	10:50:01:438
0,034	20/05/2022	10:50:01:938
0,034	20/05/2022	10:50:02:438
0,037	20/05/2022	10:50:02:938
0,037	20/05/2022	10:50:03:438
0,037	20/05/2022	10:50:03:938
0,037	20/05/2022	10:50:04:438
0,037	20/05/2022	10:50:04:938
0,037	20/05/2022	10:50:05:438
0,037	20/05/2022	10:50:05:938
0,037	20/05/2022	10:50:06:438
0,037	20/05/2022	10:50:06:938
0,037	20/05/2022	10:50:07:438
0,037	20/05/2022	10:50:07:938
0,037	20/05/2022	10:50:08:438
0,037	20/05/2022	10:50:08:938
0,037	20/05/2022	10:50:09:438
0,037	20/05/2022	10:50:09:938
0,037	20/05/2022	10:50:10:438
0,037	20/05/2022	10:50:10:938
0,037	20/05/2022	10:50:11:438
0,037	20/05/2022	10:50:11:938
0,037	20/05/2022	10:50:12:438
0,037	20/05/2022	10:50:12:938
0,037	20/05/2022	10:50:13:438
0,037	20/05/2022	10:50:13:938
0,037	20/05/2022	10:50:14:438
0,037	20/05/2022	10:50:14:938
0,037	20/05/2022	10:50:15:438
0,037	20/05/2022	10:50:15:938
0,037	20/05/2022	10:50:16:438
0,037	20/05/2022	10:50:16:938
0,037	20/05/2022	10:50:17:438
0,037	20/05/2022	10:50:17:938
0,037	20/05/2022	10:50:18:438
0,040	20/05/2022	10:50:18:938
0,040	20/05/2022	10:50:19:438
0,040	20/05/2022	10:50:19:938
0,040	20/05/2022	10:50:20:438
0,040	20/05/2022	10:50:20:938
0,040	20/05/2022	10:50:21:438
0,040	20/05/2022	10:50:21:938
0,040	20/05/2022	10:50:22:438
0,040	20/05/2022	10:50:22:938
0,040	20/05/2022	10:50:23:438
0,040	20/05/2022	10:50:23:938
0,040	20/05/2022	10:50:24:438
0,040	20/05/2022	10:50:24:938
0,040	20/05/2022	10:50:25:438
0,034	20/05/2022	10:50:25:938
0,034	20/05/2022	10:50:26:438
0,034	20/05/2022	10:50:26:938
0,034	20/05/2022	10:50:27:438
0,034	20/05/2022	10:50:27:938
0,034	20/05/2022	10:50:28:438
0,034	20/05/2022	10:50:28:938
0,034	20/05/2022	10:50:29:438
0,034	20/05/2022	10:50:29:938
0,034	20/05/2022	10:50:30:438
0,034	20/05/2022	10:50:30:938
0,034	20/05/2022	10:50:31:438
0,034	20/05/2022	10:50:31:938
0,034	20/05/2022	10:50:32:438
0,034	20/05/2022	10:50:32:938
0,034	20/05/2022	10:50:33:438
0,034	20/05/2022	10:50:33:938
0,034	20/05/2022	10:50:34:438
0,034	20/05/2022	10:50:34:938
0,034	20/05/2022	10:50:35:438
0,034	20/05/2022	10:50:35:938
0,034	20/05/2022	10:50:36:438
0,034	20/05/2022	10:50:36:938
0,034	20/05/2022	10:50:37:438
0,034	20/05/2022	10:50:37:938
0,034	20/05/2022	10:50:38:438
0,034	20/05/2022	10:50:38:938
0,034	20/05/2022	10:50:39:438
0,034	20/05/2022	10:50:39:938
0,034	20/05/2022	10:50:40:438
0,034	20/05/2022	10:50:40:938
0,034	20/05/2022	10:50:41:438
0,034	20/05/2022	10:50:41:938
0,034	20/05/2022	10:50:42:438
0,034	20/05/2022	10:50:42:938
0,034	20/05/2022	10:50:43:438
0,031	20/05/2022	10:50:43:938
0,031	20/05/2022	10:50:44:438
0,031	20/05/2022	10:50:44:938
0,031	20/05/2022	10:50:45:438
0,031	20/05/2022	10:50:45:938
0,031	20/05/2022	10:50:46:438
0,031	20/05/2022	10:50:46:938
0,031	20/05/2022	10:50:47:438
0,031	20/05/2022	10:50:47:938
0,031	20/05/2022	10:50:48:438
0,031	20/05/2022	10:50:48:938
0,031	20/05/2022	10:50:49:438
0,031	20/05/2022	10:50:49:938
0,031	20/05/2022	10:50:50:438
0,031	20/05/2022	10:50:50:938
0,031	20/05/2022	10:50:51:438
0,031	20/05/2022	10:50:51:938
0,031	20/05/2022	10:50:52:438
0,031	20/05/2022	10:50:52:938
0,031	20/05/2022	10:50:53:438
0,031	20/05/2022	10:50:53:938
0,031	20/05/2022	10:50:54:438
0,031	20/05/2022	10:50:54:938
0,031	20/05/2022	10:50:55:438
0,031	20/05/2022	10:50:55:938
0,031	20/05/2022	10:50:56:438
0,031	20/05/2022	10:50:56:938
0,031	20/05/2022	10:50:57:438
0,031	20/05/2022	10:50:57:938
0,031	20/05/2022	10:50:58:438
0,025	20/05/2022	10:50:58:938
0,025	20/05/2022	10:50:59:438
0,025	20/05/2022	10:50:59:938
0,025	20/05/2022	10:51:00:438
0,025	20/05/2022	10:51:00:938
0,025	20/05/2022	10:51:01:438
0,025	20/05/2022	10:51:01:938
0,025	20/05/2022	10:51:02:438
0,025	20/05/2022	10:51:02:938
0,025	20/05/2022	10:51:03:438
0,025	20/05/2022	10:51:03:938
0,025	20/05/2022	10:51:04:438
0,025	20/05/2022	10:51:04:938
0,025	20/05/2022	10:51:05:438
0,025	20/05/2022	10:51:05:938
0,025	20/05/2022	10:51:06:438
0,025	20/05/2022	10:51:06:938
0,025	20/05/2022	10:51:07:438
0,025	20/05/2022	10:51:07:938
0,025	20/05/2022	10:51:08:438
0,025	20/05/2022	10:51:08:938
0,025	20/05/2022	10:51:09:438
0,025	20/05/2022	10:51:09:938
0,025	20/05/2022	10:51:10:438
0,025	20/05/2022	10:51:10:938
0,025	20/05/2022	10:51:11:438
0,025	20/05/2022	10:51:11:938
0,025	20/05/2022	10:51:12:438
0,031	20/05/2022	10:51:12:938
0,031	20/05/2022	10:51:13:438
0,031	20/05/2022	10:51:13:938
0,031	20/05/2022	10:51:14:438
0,031	20/05/2022	10:51:14:938
0,031	20/05/2022	10:51:15:438
0,031	20/05/2022	10:51:15:938
0,031	20/05/2022	10:51:16:438
0,031	20/05/2022	10:51:16:938
0,028	20/05/2022	10:51:17:438
0,028	20/05/2022	10:51:17:938
0,028	20/05/2022	10:51:18:438
0,028	20/05/2022	10:51:18:938
0,028	20/05/2022	10:51:19:438
0,028	20/05/2022	10:51:19:938
0,022	20/05/2022	10:51:20:438
0,022	20/05/2022	10:51:20:938
0,022	20/05/2022	10:51:21:438
0,022	20/05/2022	10:51:21:938
0,022	20/05/2022	10:51:22:438
0,022	20/05/2022	10:51:22:938
0,022	20/05/2022	10:51:23:438
0,022	20/05/2022	10:51:23:938
0,022	20/05/2022	10:51:24:438
0,022	20/05/2022	10:51:24:938
0,022	20/05/2022	10:51:25:438
0,022	20/05/2022	10:51:25:938
0,022	20/05/2022	10:51:26:438
0,022	20/05/2022	10:51:26:938
0,022	20/05/2022	10:51:27:438
0,022	20/05/2022	10:51:27:938
0,022	20/05/2022	10:51:28:438
0,022	20/05/2022	10:51:28:938
0,022	20/05/2022	10:51:29:438
0,022	20/05/2022	10:51:29:938
0,022	20/05/2022	10:51:30:438
0,022	20/05/2022	10:51:30:938
0,022	20/05/2022	10:51:31:438
0,022	20/05/2022	10:51:31:938
0,022	20/05/2022	10:51:32:438
0,022	20/05/2022	10:51:32:938
0,022	20/05/2022	10:51:33:438
0,016	20/05/2022	10:51:33:938
0,016	20/05/2022	10:51:34:438
0,016	20/05/2022	10:51:34:938
0,016	20/05/2022	10:51:35:438
0,016	20/05/2022	10:51:35:938
0,016	20/05/2022	10:51:36:438
0,016	20/05/2022	10:51:36:938
0,016	20/05/2022	10:51:37:438
0,016	20/05/2022	10:51:37:938
0,016	20/05/2022	10:51:38:438
0,016	20/05/2022	10:51:38:938
0,016	20/05/2022	10:51:39:438
0,016	20/05/2022	10:51:39:938
0,016	20/05/2022	10:51:40:438
0,016	20/05/2022	10:51:40:938
0,016	20/05/2022	10:51:41:438
0,016	20/05/2022	10:51:41:938
0,016	20/05/2022	10:51:42:438
0,016	20/05/2022	10:51:42:938
0,016	20/05/2022	10:51:43:438
0,016	20/05/2022	10:51:43:938
0,016	20/05/2022	10:51:44:438
0,016	20/05/2022	10:51:44:938
0,016	20/05/2022	10:51:45:438
0,016	20/05/2022	10:51:45:938
0,016	20/05/2022	10:51:46:438
0,016	20/05/2022	10:51:46:938
0,016	20/05/2022	10:51:47:438
0,016	20/05/2022	10:51:47:938
0,016	20/05/2022	10:51:48:438
0,016	20/05/2022	10:51:48:938
0,016	20/05/2022	10:51:49:438
0,016	20/05/2022	10:51:49:938
0,016	20/05/2022	10:51:50:438
0,016	20/05/2022	10:51:50:938
0,016	20/05/2022	10:51:51:438
0,016	20/05/2022	10:51:51:938
0,016	20/05/2022	10:51:52:438
0,016	20/05/2022	10:51:52:938
0,016	20/05/2022	10:51:53:438
0,022	20/05/2022	10:51:53:938
0,022	20/05/2022	10:51:54:438
0,022	20/05/2022	10:51:54:938
0,022	20/05/2022	10:51:55:438
0,022	20/05/2022	10:51:55:938
0,022	20/05/2022	10:51:56:438
0,016	20/05/2022	10:51:56:938
0,016	20/05/2022	10:51:57:438
0,016	20/05/2022	10:51:57:938
0,016	20/05/2022	10:51:58:438
0,016	20/05/2022	10:51:58:938
0,016	20/05/2022	10:51:59:438
0,016	20/05/2022	10:51:59:938
0,016	20/05/2022	10:52:00:438
0,016	20/05/2022	10:52:00:938
0,016	20/05/2022	10:52:01:438
0,016	20/05/2022	10:52:01:938
0,016	20/05/2022	10:52:02:438
0,019	20/05/2022	10:52:02:938
0,019	20/05/2022	10:52:03:438
0,025	20/05/2022	10:52:03:938
0,025	20/05/2022	10:52:04:438
0,025	20/05/2022	10:52:04:938
0,025	20/05/2022	10:52:05:438
0,025	20/05/2022	10:52:05:938
0,025	20/05/2022	10:52:06:438
0,025	20/05/2022	10:52:06:938
0,025	20/05/2022	10:52:07:438
0,025	20/05/2022	10:52:07:938
0,025	20/05/2022	10:52:08:438
0,025	20/05/2022	10:52:08:938
0,025	20/05/2022	10:52:09:438
0,025	20/05/2022	10:52:09:938
0,028	20/05/2022	10:52:10:438
0,028	20/05/2022	10:52:10:938
0,028	20/05/2022	10:52:11:438
0,031	20/05/2022	10:52:11:938
0,031	20/05/2022	10:52:12:438
0,031	20/05/2022	10:52:12:938
0,031	20/05/2022	10:52:13:438
0,031	20/05/2022	10:52:13:938
0,031	20/05/2022	10:52:14:438
0,031	20/05/2022	10:52:14:938
0,031	20/05/2022	10:52:15:438
0,031	20/05/2022	10:52:15:938
0,031	20/05/2022	10:52:16:438
0,031	20/05/2022	10:52:16:938
0,031	20/05/2022	10:52:17:438
0,037	20/05/2022	10:52:17:938
0,037	20/05/2022	10:52:18:438
0,037	20/05/2022	10:52:18:938
0,037	20/05/2022	10:52:19:438
0,037	20/05/2022	10:52:19:938
0,037	20/05/2022	10:52:20:438
0,037	20/05/2022	10:52:20:938
0,037	20/05/2022	10:52:21:438
0,037	20/05/2022	10:52:21:938
0,037	20/05/2022	10:52:22:438
0,037	20/05/2022	10:52:22:938
0,037	20/05/2022	10:52:23:438
0,037	20/05/2022	10:52:23:938
0,037	20/05/2022	10:52:24:438
0,037	20/05/2022	10:52:24:938
0,037	20/05/2022	10:52:25:438
0,037	20/05/2022	10:52:25:938
0,031	20/05/2022	10:52:26:438
0,031	20/05/2022	10:52:26:938
0,031	20/05/2022	10:52:27:438
0,031	20/05/2022	10:52:27:938
0,031	20/05/2022	10:52:28:438
0,031	20/05/2022	10:52:28:938
0,025	20/05/2022	10:52:29:438
0,025	20/05/2022	10:52:29:938
0,025	20/05/2022	10:52:30:438
0,025	20/05/2022	10:52:30:938
0,025	20/05/2022	10:52:31:438
0,025	20/05/2022	10:52:31:938
0,025	20/05/2022	10:52:32:438
0,025	20/05/2022	10:52:32:938
0,019	20/05/2022	10:52:33:438
0,019	20/05/2022	10:52:33:938
0,019	20/05/2022	10:52:34:438
0,019	20/05/2022	10:52:34:938
0,019	20/05/2022	10:52:35:438
0,019	20/05/2022	10:52:35:938
0,019	20/05/2022	10:52:36:438
0,019	20/05/2022	10:52:36:938
0,019	20/05/2022	10:52:37:438
0,013	20/05/2022	10:52:37:938
0,013	20/05/2022	10:52:38:438
0,013	20/05/2022	10:52:38:938
0,013	20/05/2022	10:52:39:438
0,013	20/05/2022	10:52:39:938
0,013	20/05/2022	10:52:40:438
0,013	20/05/2022	10:52:40:938
0,013	20/05/2022	10:52:41:438
0,013	20/05/2022	10:52:41:938
0,013	20/05/2022	10:52:42:438
0,013	20/05/2022	10:52:42:938
0,013	20/05/2022	10:52:43:438
0,013	20/05/2022	10:52:43:938
0,013	20/05/2022	10:52:44:438
0,013	20/05/2022	10:52:44:938
0,013	20/05/2022	10:52:45:438
0,013	20/05/2022	10:52:45:938
0,013	20/05/2022	10:52:46:438
0,013	20/05/2022	10:52:46:938
0,013	20/05/2022	10:52:47:438
0,013	20/05/2022	10:52:47:938
0,013	20/05/2022	10:52:48:438
0,013	20/05/2022	10:52:48:938
0,013	20/05/2022	10:52:49:438
0,013	20/05/2022	10:52:49:938
0,013	20/05/2022	10:52:50:438
0,013	20/05/2022	10:52:50:938
0,013	20/05/2022	10:52:51:438
0,013	20/05/2022	10:52:51:938
0,013	20/05/2022	10:52:52:438
0,013	20/05/2022	10:52:52:938
0,013	20/05/2022	10:52:53:438
0,013	20/05/2022	10:52:53:938
0,013	20/05/2022	10:52:54:438
0,013	20/05/2022	10:52:54:938
0,013	20/05/2022	10:52:55:438
0,013	20/05/2022	10:52:55:938
0,013	20/05/2022	10:52:56:438
0,013	20/05/2022	10:52:56:938
0,013	20/05/2022	10:52:57:438
0,013	20/05/2022	10:52:57:938
0,013	20/05/2022	10:52:58:438
0,013	20/05/2022	10:52:58:938
0,013	20/05/2022	10:52:59:438
0,013	20/05/2022	10:52:59:938
0,019	20/05/2022	10:53:00:438
0,019	20/05/2022	10:53:00:938
0,019	20/05/2022	10:53:01:438
0,019	20/05/2022	10:53:01:938
0,019	20/05/2022	10:53:02:438
0,019	20/05/2022	10:53:02:938
0,019	20/05/2022	10:53:03:438
0,019	20/05/2022	10:53:03:938
0,019	20/05/2022	10:53:04:438
0,019	20/05/2022	10:53:04:938
0,019	20/05/2022	10:53:05:438
0,013	20/05/2022	10:53:05:938
0,013	20/05/2022	10:53:06:438
0,013	20/05/2022	10:53:06:938
0,013	20/05/2022	10:53:07:438
0,013	20/05/2022	10:53:07:938
0,013	20/05/2022	10:53:08:438
0,013	20/05/2022	10:53:08:938
0,013	20/05/2022	10:53:09:438
0,013	20/05/2022	10:53:09:938
0,013	20/05/2022	10:53:10:438
0,013	20/05/2022	10:53:10:938
0,013	20/05/2022	10:53:11:438
0,013	20/05/2022	10:53:11:938
0,013	20/05/2022	10:53:12:438
0,013	20/05/2022	10:53:12:938
0,013	20/05/2022	10:53:13:438
0,013	20/05/2022	10:53:13:938
0,013	20/05/2022	10:53:14:438
0,013	20/05/2022	10:53:14:938
0,013	20/05/2022	10:53:15:438
0,013	20/05/2022	10:53:15:938
0,013	20/05/2022	10:53:16:438
0,013	20/05/2022	10:53:16:938
0,013	20/05/2022	10:53:17:438
0,013	20/05/2022	10:53:17:938
0,013	20/05/2022	10:53:18:438
0,013	20/05/2022	10:53:18:938
0,013	20/05/2022	10:53:19:438
0,013	20/05/2022	10:53:19:938
0,013	20/05/2022	10:53:20:438
0,013	20/05/2022	10:53:20:938
0,013	20/05/2022	10:53:21:438
0,013	20/05/2022	10:53:21:938
0,016	20/05/2022	10:53:22:438
0,016	20/05/2022	10:53:22:938
0,016	20/05/2022	10:53:23:438
0,016	20/05/2022	10:53:23:938
0,016	20/05/2022	10:53:24:438
0,016	20/05/2022	10:53:24:938
0,016	20/05/2022	10:53:25:438
0,016	20/05/2022	10:53:25:938
0,016	20/05/2022	10:53:26:438
0,016	20/05/2022	10:53:26:938
0,016	20/05/2022	10:53:27:438
0,016	20/05/2022	10:53:27:938
0,016	20/05/2022	10:53:28:438
0,016	20/05/2022	10:53:28:938
0,016	20/05/2022	10:53:29:438
0,016	20/05/2022	10:53:29:938
0,016	20/05/2022	10:53:30:438
0,016	20/05/2022	10:53:30:938
0,016	20/05/2022	10:53:31:438
0,016	20/05/2022	10:53:31:938
0,016	20/05/2022	10:53:32:438
0,016	20/05/2022	10:53:32:938
0,016	20/05/2022	10:53:33:438
0,016	20/05/2022	10:53:33:938
0,016	20/05/2022	10:53:34:438
0,022	20/05/2022	10:53:34:938
0,022	20/05/2022	10:53:35:438
0,022	20/05/2022	10:53:35:938
0,022	20/05/2022	10:53:36:438
0,022	20/05/2022	10:53:36:938
0,022	20/05/2022	10:53:37:438
0,022	20/05/2022	10:53:37:938
0,022	20/05/2022	10:53:38:438
0,022	20/05/2022	10:53:38:938
0,022	20/05/2022	10:53:39:438
0,022	20/05/2022	10:53:39:938
0,022	20/05/2022	10:53:40:438
0,022	20/05/2022	10:53:40:938
0,022	20/05/2022	10:53:41:438
0,022	20/05/2022	10:53:41:938
0,022	20/05/2022	10:53:42:438
0,022	20/05/2022	10:53:42:938
0,022	20/05/2022	10:53:43:438
0,022	20/05/2022	10:53:43:938
0,022	20/05/2022	10:53:44:438
0,022	20/05/2022	10:53:44:938
0,022	20/05/2022	10:53:45:438
0,022	20/05/2022	10:53:45:938
0,022	20/05/2022	10:53:46:438
0,022	20/05/2022	10:53:46:938
0,022	20/05/2022	10:53:47:438
0,022	20/05/2022	10:53:47:938
0,022	20/05/2022	10:53:48:438
0,025	20/05/2022	10:53:48:938
0,025	20/05/2022	10:53:49:438
0,031	20/05/2022	10:53:49:938
0,031	20/05/2022	10:53:50:438
0,031	20/05/2022	10:53:50:938
0,031	20/05/2022	10:53:51:438
0,031	20/05/2022	10:53:51:938
0,031	20/05/2022	10:53:52:438
0,031	20/05/2022	10:53:52:938
0,031	20/05/2022	10:53:53:438
0,031	20/05/2022	10:53:53:938
0,031	20/05/2022	10:53:54:438
0,031	20/05/2022	10:53:54:938
0,031	20/05/2022	10:53:55:438
0,031	20/05/2022	10:53:55:938
0,031	20/05/2022	10:53:56:438
0,031	20/05/2022	10:53:56:938
0,031	20/05/2022	10:53:57:438
0,031	20/05/2022	10:53:57:938
0,031	20/05/2022	10:53:58:438
0,031	20/05/2022	10:53:58:938
0,031	20/05/2022	10:53:59:438
0,031	20/05/2022	10:53:59:938
0,031	20/05/2022	10:54:00:438
0,031	20/05/2022	10:54:00:938
0,037	20/05/2022	10:54:01:438
0,037	20/05/2022	10:54:01:938
0,037	20/05/2022	10:54:02:438
0,037	20/05/2022	10:54:02:938
0,037	20/05/2022	10:54:03:438
0,037	20/05/2022	10:54:03:938
0,037	20/05/2022	10:54:04:438
0,037	20/05/2022	10:54:04:938
0,037	20/05/2022	10:54:05:438
0,037	20/05/2022	10:54:05:938
0,043	20/05/2022	10:54:06:438
0,043	20/05/2022	10:54:06:938
0,046	20/05/2022	10:54:07:438
0,046	20/05/2022	10:54:07:938
0,052	20/05/2022	10:54:08:438
0,052	20/05/2022	10:54:08:938
0,052	20/05/2022	10:54:09:438
0,052	20/05/2022	10:54:09:938
0,052	20/05/2022	10:54:10:438
0,052	20/05/2022	10:54:10:938
0,046	20/05/2022	10:54:11:438
0,046	20/05/2022	10:54:11:938
0,046	20/05/2022	10:54:12:438
0,043	20/05/2022	10:54:12:938
0,043	20/05/2022	10:54:13:438
0,043	20/05/2022	10:54:13:938
0,043	20/05/2022	10:54:14:438
0,043	20/05/2022	10:54:14:938
0,043	20/05/2022	10:54:15:438
0,037	20/05/2022	10:54:15:938
0,037	20/05/2022	10:54:16:438
0,037	20/05/2022	10:54:16:938
0,037	20/05/2022	10:54:17:438
0,037	20/05/2022	10:54:17:938
0,037	20/05/2022	10:54:18:438
0,037	20/05/2022	10:54:18:938
0,037	20/05/2022	10:54:19:438
0,037	20/05/2022	10:54:19:938
0,037	20/05/2022	10:54:20:438
0,037	20/05/2022	10:54:20:938
0,037	20/05/2022	10:54:21:438
0,037	20/05/2022	10:54:21:938
0,037	20/05/2022	10:54:22:438
0,037	20/05/2022	10:54:22:938
0,037	20/05/2022	10:54:23:438
0,037	20/05/2022	10:54:23:938
0,037	20/05/2022	10:54:24:438
0,037	20/05/2022	10:54:24:938
0,037	20/05/2022	10:54:25:438
0,040	20/05/2022	10:54:25:938
0,040	20/05/2022	10:54:26:438
0,040	20/05/2022	10:54:26:938
0,040	20/05/2022	10:54:27:438
0,040	20/05/2022	10:54:27:938
0,040	20/05/2022	10:54:28:438
0,040	20/05/2022	10:54:28:938
0,040	20/05/2022	10:54:29:438
0,040	20/05/2022	10:54:29:938
0,040	20/05/2022	10:54:30:438
0,040	20/05/2022	10:54:30:938
0,040	20/05/2022	10:54:31:438
0,040	20/05/2022	10:54:31:938
0,040	20/05/2022	10:54:32:438
0,040	20/05/2022	10:54:32:938
0,040	20/05/2022	10:54:33:438
0,040	20/05/2022	10:54:33:938
0,040	20/05/2022	10:54:34:438
0,040	20/05/2022	10:54:34:938
0,040	20/05/2022	10:54:35:438
0,040	20/05/2022	10:54:35:938
0,040	20/05/2022	10:54:36:438
0,040	20/05/2022	10:54:36:938
0,040	20/05/2022	10:54:37:438
0,040	20/05/2022	10:54:37:938
0,034	20/05/2022	10:54:38:438
0,034	20/05/2022	10:54:38:938
0,034	20/05/2022	10:54:39:438
0,034	20/05/2022	10:54:39:938
0,037	20/05/2022	10:54:40:438
0,037	20/05/2022	10:54:40:938
0,037	20/05/2022	10:54:41:438
0,040	20/05/2022	10:54:41:938
0,040	20/05/2022	10:54:42:438
0,040	20/05/2022	10:54:42:938
0,040	20/05/2022	10:54:43:438
0,040	20/05/2022	10:54:43:938
0,040	20/05/2022	10:54:44:438
0,040	20/05/2022	10:54:44:938
0,040	20/05/2022	10:54:45:438
0,040	20/05/2022	10:54:45:938
0,040	20/05/2022	10:54:46:438
0,040	20/05/2022	10:54:46:938
0,040	20/05/2022	10:54:47:438
0,040	20/05/2022	10:54:47:938
0,040	20/05/2022	10:54:48:438
0,040	20/05/2022	10:54:48:938
0,040	20/05/2022	10:54:49:438
0,040	20/05/2022	10:54:49:938
0,037	20/05/2022	10:54:50:438
0,037	20/05/2022	10:54:50:938
0,037	20/05/2022	10:54:51:438
0,034	20/05/2022	10:54:51:938
0,034	20/05/2022	10:54:52:438
0,034	20/05/2022	10:54:52:938
0,034	20/05/2022	10:54:53:438
0,034	20/05/2022	10:54:53:938
0,034	20/05/2022	10:54:54:438
0,034	20/05/2022	10:54:54:938
0,040	20/05/2022	10:54:55:438
0,040	20/05/2022	10:54:55:938
0,037	20/05/2022	10:54:56:438
0,037	20/05/2022	10:54:56:938
0,037	20/05/2022	10:54:57:438
0,037	20/05/2022	10:54:57:938
0,037	20/05/2022	10:54:58:438
0,037	20/05/2022	10:54:58:938
0,037	20/05/2022	10:54:59:438
0,037	20/05/2022	10:54:59:938
0,037	20/05/2022	10:55:00:438
0,037	20/05/2022	10:55:00:938
0,037	20/05/2022	10:55:01:438
0,037	20/05/2022	10:55:01:938
0,043	20/05/2022	10:55:02:438
0,043	20/05/2022	10:55:02:938
0,049	20/05/2022	10:55:03:438
0,049	20/05/2022	10:55:03:938
0,049	20/05/2022	10:55:04:438
0,049	20/05/2022	10:55:04:938
0,049	20/05/2022	10:55:05:438
0,049	20/05/2022	10:55:05:938
0,052	20/05/2022	10:55:06:438
0,052	20/05/2022	10:55:06:938
0,052	20/05/2022	10:55:07:438
0,052	20/05/2022	10:55:07:938
0,052	20/05/2022	10:55:08:438
0,052	20/05/2022	10:55:08:938
0,052	20/05/2022	10:55:09:438
0,052	20/05/2022	10:55:09:938
0,052	20/05/2022	10:55:10:438
0,052	20/05/2022	10:55:10:938
